ਵਰਤੋਂ	3443
ਆਦਿ	3425
ਕਰਨਾ	3425
ਫਿਰ	3400
ਉਸਦੀ	3337
ਹਰ	3300
ਲੈ	3242
ਰਹੇ	3222
ਕਾਲਜ	3204
ਨਾਂ	3193
ਪੈਦਾ	3186
ਦਿੱਤੀ	3171
ਆਪਣਾ	3166
ਫ਼ਿਲਮ	3161
ਰਹੀ	3159
ਘੱਟ	3156
ਸਥਿਤ	3153
ਦੇਸ਼	3129
ਹਿੱਸਾ	3127
ਵੱਖ	3118
ਮੌਤ	3087
ਉਮਰ	3076
ਵਿਚੋਂ	3021
ਹੁਣ	3005
ਪਰਿਵਾਰ	2998
ਪੇਸ਼	2956
ਪਹਿਲਾ	2883
ਵਲੋਂ	2869
ਵੱਲ	2864
ਆਪ	2840
ਮੰਨਿਆ	2802
ਕਿਉਂਕਿ	2755
ਜਿੱਥੇ	2753
ਇਸਨੂੰ	2712
ਰਾਹੀਂ	2704
ਸਰਕਾਰ	2627
ਪਹਿਲੇ	2626
ਆ	2609
ਭੂਮਿਕਾ	2601
ਦੂਜੇ	2560
ਸੰਗੀਤ	2546
ਧਰਮ	2541
ਇੱਥੇ	2523
ਸ਼ੁਰੂਆਤ	2513
ਵੱਡਾ	2502
ਕਾਵਿ	2488
ਸਿੱਖਿਆ	2452
ਅਰਥ	2429
ਸਾਹਿਬ	2429
ਸਕਦੇ	2409
ਲੇਖਕ	2395
ਸਾਲਾਂ	2392
ਟੀਮ	2353
ਪਾਣੀ	2346
ਸਦੀ	2340
ਵਿਸ਼ੇਸ਼	2327
ਇਲਾਵਾ	2324
ਹਾਲਾਂਕਿ	2296
ਵਿਕਾਸ	2287
ਜਾਣਿਆ	2286
ਸਥਾਨ	2259
ਬਣਾਇਆ	2252
ਪ੍ਰਸਿੱਧ	2247
ਔਰਤਾਂ	2234
ਇਤਿਹਾਸ	2228
ਅੰਦਰ	2215
ਵਿਸ਼ਵ	2210
ਕਹਾਣੀ	2208
ਸ਼ਾਮਿਲ	2207
ਇਸਦੇ	2199
ਨਾਵਲ	2199
ਸਮਾਜ	2198
ਰਚਨਾ	2196
ਦੇਣ	2191
ਰੱਖਿਆ	2188
ਵੱਡੇ	2156
ਮਾਂ	2148
ਗੱਲ	2135
ਚਾਰ	2119
ਪ੍ਰਮੁੱਖ	2106
ਮਸ਼ਹੂਰ	2093
ਅਧਿਐਨ	2081
ਮੈਂਬਰ	2076
ਲਗਭਗ	2052
ਕੋਲ	2038
ਦੁਨੀਆ	2036
ਉਸਦਾ	2030
ਕਵਿਤਾ	2028
ਬਣਾਉਣ	2028
ਵੱਡੀ	2023
ਤਿਆਰ	2008
ਵੱਲੋਂ	1994
ਜਿਨ੍ਹਾਂ	1985
ਪੜ੍ਹਾਈ	1957
ਪੂਰੀ	1950
ਕਲਾ	1949
ਉੱਪਰ	1939
ਵਿਅਕਤੀ	1938
ਕੁੱਝ	1918
ਆਫ਼	1917
ਤਕ	1913
ਵਧੇਰੇ	1913
ਸਕਦੀ	1902
ਅਕਸਰ	1899
ਅੱਜ	1897
ਜਿਹਨਾਂ	1888
ਵਿਗਿਆਨ	1887
ਖੋਜ	1872
ਅੰਗਰੇਜ਼ੀ	1871
ਮੂਲ	1847
ਸੇਵਾ	1846
ਦਿੰਦਾ	1819
ਆਫ	1816
ਇਸਦਾ	1816
ਸਮਾਜਿਕ	1791
ਸਿਰਫ	1788
ਪੁਰਸਕਾਰ	1782
ਅਮਰੀਕਾ	1760
ਪਾਕਿਸਤਾਨ	1756
ਜ਼ਿਆਦਾ	1752
ਦਿੱਲੀ	1751
ਪੰਜ	1750
ਆਈ	1747
ਸਿੱਖ	1737
ਇਸੇ	1726
ਕਿਲੋਮੀਟਰ	1722
ਕੀ	1720
ਭਾਗ	1717
ਕਵੀ	1709
ਰਾਸ਼ਟਰੀ	1706
ਵਰਤਿਆ	1705
ਗੀਤ	1704
ਜਾਰੀ	1694
ਔਰਤ	1688
ਨਾਟਕ	1672
ਪ੍ਰਭਾਵ	1669
ਵਿਚਕਾਰ	1669
ਸਭਿਆਚਾਰ	1668
ਹੁੰਦੀਆਂ	1660
ਥਾਂ	1654
ਪੱਧਰ	1652
ਸਾਰੀਆਂ	1652
ਮਨੁੱਖ	1651
ਭਾਵ	1642
ਕਿਤਾਬ	1640
ਅੱਗੇ	1626
ਆਧੁਨਿਕ	1612
ਸੱਭਿਆਚਾਰ	1608
ਅੰਤਰਰਾਸ਼ਟਰੀ	1605
ਗਿਣਤੀ	1604
ਬਾਹਰ	1594
ਸਥਾਪਨਾ	1594
ਲਿਖਿਆ	1590
ਸਮੂਹ	1588
ਮਹੱਤਵਪੂਰਨ	1582
ਜਿਸਦਾ	1575
ਬੱਚਿਆਂ	1553
ਧਾਰਮਿਕ	1550
ਕਹਿੰਦੇ	1549
ਅਧੀਨ	1538
ਖਾਸ	1533
ਨਵੇਂ	1527
ਮਨੁੱਖੀ	1516
ਬਣਾ	1498
ਬੱਚੇ	1498
ਛੋਟੇ	1493
ਰੰਗ	1493
ਕਾਲ	1492
ਨੇੜੇ	1490
ਸਮਾਂ	1489
ਕੇਂਦਰ	1470
ਪੁੱਤਰ	1454
ਛੱਡ	1446
ਹੇਠ	1446
ਅਮਰੀਕੀ	1444
ਸੰਸਾਰ	1436
ਜਾਂਦੀਆਂ	1421
ਭਰਾ	1416
ਪਤਾ	1415
ਜੇ	1413
ਦੇਸ਼ਾਂ	1409
ਲੈਣ	1406
ਪੱਛਮੀ	1404
ਵਾਲੀਆਂ	1399
ਦ	1394
ਏ	1390
ਖੇਡ	1389
ਵਿਚਾਰ	1389
ਜਿਆਦਾ	1385
ਦੂਰ	1377
ਪ੍ਰਧਾਨ	1371
ਰਹਿਣ	1367
ਮਿਲ	1365
ਡਾ	1362
ਇਸਦੀ	1350
ਮਾਤਾ	1348
ਧਰਤੀ	1344
ਨਾਲੋਂ	1342
ਪਿਆਰ	1335
ਵਰਗੇ	1335
ਮਾਰਚ	1330
ਮੈਂ	1326
ਮੀਟਰ	1325
ਸੰਬੰਧ	1324
ਭਾਸ਼ਾਵਾਂ	1320
ਹਿੰਦੀ	1316
ਫਿਲਮਾਂ	1315
ਬਾਕੀ	1315
ਪਾਰਟੀ	1314
ਭਰ	1313
ਹਾਸਲ	1313
ਹਿੱਸੇ	1305
ਆਉਣ	1302
ਡਿਗਰੀ	1300
ਕਾਰਜ	1296
ਕਦੇ	1288
ਦੱਖਣੀ	1287
ਦੂਜੀ	1286
ਪ੍ਰਤੀ	1286
ਦੇਵੀ	1281
ਵੇਲੇ	1281
ਅਸਲ	1279
ਜਨਵਰੀ	1274
ਰਹਿੰਦੇ	1274
ਅਵਾਰਡ	1266
ਭਾਈ	1266
ਪਾਸੇ	1264
ਬੀ	1252
ਨਾਲ਼	1246
ਦੂਜਾ	1244
ਵਾਪਸ	1240
ਹਿੰਦੂ	1236
ਕੰਪਨੀ	1233
ਪ੍ਰਦਾਨ	1233
ਸਹਾਇਤਾ	1232
ਅਜਿਹੇ	1226
ਕੀਤੀਆਂ	1224
ਕ੍ਰਿਕਟ	1224
ਦਿੱਤੇ	1220
ਅਜਿਹਾ	1219
ਸੰਯੁਕਤ	1218
ਕਿਸਮ	1215
ਮੰਤਰੀ	1215
ਖੇਡਾਂ	1214
ਮੌਜੂਦ	1214
ਪ੍ਰਕਾਸ਼ਿਤ	1210
ਅੰਤ	1209
ਧਿਆਨ	1208
ਸਰਕਾਰੀ	1208
ਵਾਂਗ	1205
ਆਪਣੀਆਂ	1203
ਕੋਸ਼ਿਸ਼	1201
ਆਇਆ	1199
ਦੋਵੇਂ	1197
ਅਕਤੂਬਰ	1196
ਬਾਬਾ	1196
ਵਧੀਆ	1194
ਨਵੀਂ	1193
ਦਿੰਦੇ	1192
ਅਸੀਂ	1188
ਲੜਾਈ	1186
ਸਮੇਤ	1185
ਪੂਰਾ	1180
ਰਹਿੰਦਾ	1178
ਜ਼ਿੰਦਗੀ	1177
ਸਥਿਤੀ	1174
ਸ਼ਕਤੀ	1170
ਛੋਟੀ	1166
ਕਹਾਣੀਆਂ	1164
ਸਭਾ	1158
ਲੜੀ	1154
ਵਰਗ	1152
ਉੱਤਰ	1150
ਨਿਰਮਾਣ	1148
ਦਸੰਬਰ	1147
ਖੇਤਰਾਂ	1146
ਜੁਲਾਈ	1146
ਖਿਡਾਰੀ	1145
ਕੁੱਲ	1144
ਰਾਜਾ	1143
ਲੱਗ	1140
ਵਾਸਤੇ	1138
ਕੈਰੀਅਰ	1136
ਰਿਕਾਰਡ	1136
ਰਚਨਾਵਾਂ	1133
ਲਾਲ	1133
ਸਾਹਿਤਕ	1133
ਪਤਨੀ	1131
ਸੰਸਥਾ	1125
ਨਦੀ	1121
ਪ੍ਰਕਾਰ	1113
ਬਣਿਆ	1111
ਪੁਸਤਕ	1109
ਐਂਡ	1107
ਹੋਵੇ	1105
ਅਗਸਤ	1104
ਸੰਨ	1104
ਜੂਨ	1100
ਪ੍ਰਭਾਵਿਤ	1099
ਸ਼ਾਹ	1098
ਡੀ	1096
ਮਹਿਲਾ	1093
ਰਹਿ	1093
ਸਿਧਾਂਤ	1093
ਹੋਣਾ	1093
ਬਣਾਈ	1091
ਪਛਾਣ	1090
ਜ਼ਿਲ੍ਹੇ	1089
ਪ੍ਰਦਰਸ਼ਨ	1088
ਯੋਗਦਾਨ	1088
ਇਤਿਹਾਸਕ	1087
ਮਹਾਨ	1084
ਫ਼ਿਲਮਾਂ	1083
ਭਾਵੇਂ	1083
ਬਿਨਾਂ	1078
ਗਿਆਨ	1076
ਉੱਤਰੀ	1075
ਕਾਫ਼ੀ	1075
ਨਵੰਬਰ	1074
ਵਿਭਾਗ	1073
ਸਥਾਪਤ	1072
ਮਈ	1070
ਆਧਾਰ	1068
ਸ਼ੈਲੀ	1068
ਬਦਲ	1066
ਰੱਖਣ	1065
ਤੋ	1063
ਜਾਣਕਾਰੀ	1057
ਵਿਰੁੱਧ	1057
ਇੰਡੀਆ	1056
ਗਈਆਂ	1054
ਪਹੁੰਚ	1052
ਕੌਰ	1050
ਸੰਬੰਧਿਤ	1048
ਸਤੰਬਰ	1046
ਨੈਸ਼ਨਲ	1045
ਮਿਲਦਾ	1045
ਮੁਕਾਬਲੇ	1045
ਉੱਚ	1044
ਉਸੇ	1041
ਕਿਤਾਬਾਂ	1034
ਜ਼ਿਆਦਾਤਰ	1027
ਚੋਣ	1024
ਜਿਥੇ	1024
ਧੀ	1022
ਮੈਚ	1019
ਛੇ	1018
ਦੱਸਿਆ	1014
ਅਗਵਾਈ	1013
ਸਾਹਮਣੇ	1009
ਬ੍ਰਿਟਿਸ਼	1007
ਜਿੱਤ	1006
ਕੇਵਲ	1005
ਅਨੁਵਾਦ	1003
ਬੰਦ	1001
ਜਿਸਨੂੰ	999
ਪਰੰਪਰਾ	997
ਰਾਜਧਾਨੀ	989
ਬੋਲੀ	982
ਢੰਗ	981
ਪੈਂਦਾ	981
ਪ੍ਰਾਚੀਨ	981
ਟੀ	980
ਲੋਕਧਾਰਾ	980
ਦੱਖਣ	975
ਪੂਰੇ	973
ਰਾਮ	972
ਰਸ	971
ਸਰੀਰ	970
ਐਮ	967
ਟੈਲੀਵਿਜ਼ਨ	965
ਚੀਨ	964
ਵਿਦਿਆਰਥੀ	963
ਸਗੋਂ	962
ਹੱਥ	957
ਸਬੰਧਤ	956
ਅਜੇ	955
ਦੂਰੀ	955
ਹਾਈ	954
ਪ੍ਰਕਾਸ਼ਤ	953
ਹਰੇਕ	952
ਪੁਰਾਣੇ	943
ਸਥਾਪਿਤ	940
ਆਲੋਚਨਾ	939
ਸਿਖਲਾਈ	936
ਪਾਇਆ	935
ਮਦਦ	933
ਲਿਖੇ	932
ਸ਼ੋਅ	928
ਸਿਸਟਮ	928
ਕਰਦੀਆਂ	926
ਲਾਗੂ	926
ਇਸਨੇ	925
ਇਲਾਕੇ	924
ਪ੍ਰਬੰਧ	921
ਲਹਿਰ	921
ਕੁਦਰਤੀ	918
ਹਾਂ	914
ਸ੍ਰੀ	913
ਕਰਦਿਆਂ	912
ਕੇਂਦਰੀ	910
ਚਾਹੀਦਾ	907
ਹਾਲ	906
ਯੁੱਧ	904
ਲੋੜ	904
ਜਿਸਨੇ	903
ਮਨ	903
ਜੇਕਰ	902
ਵਿਆਪਕ	897
ਹੋਂਦ	895
ਯਾਤਰਾ	894
ਸੱਤ	894
ਆਬਾਦੀ	893
ਉੱਥੇ	891
ਉਦੋਂ	890
ਦਿੰਦੀ	888
ਆਜ਼ਾਦੀ	880
ਵੱਖਰੇ	879
ਪਾਸ	876
ਦਿਨਾਂ	874
ਅਧਿਕਾਰ	873
ਵਿਸ਼ਵਾਸ	873
ਵਿਰੋਧ	869
ਪ੍ਰੋਗਰਾਮ	864
ਆਉਂਦਾ	863
ਛੋਟਾ	863
ਭੈਣ	862
ਲਿਖੀ	862
ਸੰਗ੍ਰਹਿ	860
ਅਪ੍ਰੈਲ	859
ਕਾਨੂੰਨ	859
ਆਏ	858
ਪ੍ਰਣਾਲੀ	857
ਫਰਵਰੀ	857
ਲਾਹੌਰ	856
ਵੀਂ	853
ਨਜ਼ਰ	850
ਸਾਬਕਾ	850
ਦੋਵਾਂ	848
ਮਾਡਲ	847
ਅਧਾਰ	846
ਜੰਗ	844
ਤਰਾਂ	844
ਵੰਡ	843
ਰਵਾਇਤੀ	841
ਸਿਰਫ਼	841
ਆਉਂਦੇ	839
ਦਹਾਕੇ	837
ਪ੍ਰਦੇਸ਼	837
ਉਥੇ	835
ਨੰਬਰ	835
ਪੂਰਬੀ	835
ਤੱਤ	834
ਸ਼ਬਦਾਂ	833
ਜਗ੍ਹਾ	832
ਆਰਥਿਕ	831
ਪੀ	826
ਯਾਦ	826
ਰਹਿੰਦੀ	825
ਜ਼ਮੀਨ	824
ਪੁਲਿਸ	824
ਗ੍ਰੰਥ	823
ਨਤੀਜੇ	822
ਸਿਹਤ	821
ਮਹੀਨੇ	816
ਖੇਤੀਬਾੜੀ	815
ਵਿਦਿਆਰਥੀਆਂ	814
ਸਥਾਨਕ	811
ਨਿਰਦੇਸ਼ਕ	808
ਰੱਖ	808
ਉਰਦੂ	807
ਸਾਡੇ	807
ਦਿ	804
ਮੁਤਾਬਕ	804
ਪਿਆ	803
ਪ੍ਰਯੋਗ	802
ਮੰਦਰ	800
ਰਾਸ਼ਟਰਪਤੀ	800
ਪਤੀ	799
ਚੁਣਿਆ	794
ਮੱਧ	793
ਜਿਹੜਾ	791
ਚੰਗੀ	788
ਨਾਚ	787
ਮੁੜ	786
ਕਮੇਟੀ	785
ਖਾਨ	784
ਵਿਸ਼ਾਲ	784
ਕੱਪ	782
ਪ੍ਰਕਿਰਿਆ	781
ਮਿਲਦੇ	780
ਸਿਰ	780
ਏਸ਼ੀਆ	776
ਘਰੇਲੂ	771
ਨਾਨਕ	771
ਬਣਨ	771
ਲਿਖਣ	771
ਬਣੇ	770
ਵਰਤੇ	770
ਇੰਗਲੈਂਡ	769
ਸਹੀ	769
ਮਿਲੀਅਨ	762
ਸਹਾਇਕ	762
ਬਚਪਨ	761
ਲਗਾਤਾਰ	761
ਸੰਬੰਧੀ	760
ਹੋਈਆਂ	757
ਸਨਮਾਨ	756
ਰੱਖਦਾ	755
ਜ਼ਿਲ੍ਹਾ	753
ਬਣੀ	753
ਬਾਵਜੂਦ	752
ਮਗਰੋਂ	752
ਯੋਗ	752
ਹਵਾਈ	752
ਜਿਸਦੇ	750
ਕਲਾਕਾਰ	748
ਟੈਸਟ	748
ਵਰਣਨ	748
ਮਤਲਬ	745
ਰਾਤ	743
ਸੂਚੀ	742
ਅਜਿਹੀ	741
ਪਿਛਲੇ	740
ਮਾਨਤਾ	740
ਦਿਲ	739
ਮੁਹੰਮਦ	739
ਥੀਏਟਰ	734
ਭੋਜਨ	734
ਕਥਾ	733
ਜ਼ਰੂਰੀ	733
ਵਧ	733
ਮੁੰਬਈ	732
ਮੰਗ	732
ਕਲੱਬ	729
ਗਰੁੱਪ	729
ਸੁਰੱਖਿਆ	729
ਨਿਯੁਕਤ	726
ਸਮੁੰਦਰੀ	726
ਅੰਦੋਲਨ	725
ਕਵਿਤਾਵਾਂ	725
ਮਿਲਦੀ	725
ਵੰਡਿਆ	723
ਸਮਾਨ	723
ਲੇਖ	721
ਨਗਰ	720
ਮੀਡੀਆ	720
ਜਦ	719
ਲੈਂਦਾ	719
ਨਵਾਂ	718
ਫੇਰ	718
ਦਿਖਾਈ	717
ਲੱਖ	717
ਅਗਲੇ	715
ਇਨਾਮ	715
ਥਿਊਰੀ	715
ਚੀਨੀ	713
ਦਰ	713
ਮਿੱਟੀ	713
ਅੰਗ	712
ਜਾਣਾ	710
ਪ੍ਰਕਾਸ਼	710
ਮਾਤਰਾ	709
ਦਰਸ਼ਨ	706
ਸਪਸ਼ਟ	706
ਪ੍ਰੋਫੈਸਰ	705
ਮਾਰ	705
ਪਾ	704
ਪੱਛਮ	704
ਕਾਫੀ	703
ਤਰੀਕੇ	703
ਫੁੱਟ	703
ਸਨਮਾਨਿਤ	703
ਜਨਰਲ	702
ਖ਼ਤਮ	701
ਅਧਿਆਪਕ	700
ਅਲੀ	699
ਮਹੱਤਵਪੂਰਣ	699
ਪਦਾਰਥ	697
ਕਿਸਮਾਂ	696
ਗੁਣ	695
ਜਾਣੀ	694
ਦਰਜ	694
ਐਨ	693
ਚੈਂਪੀਅਨਸ਼ਿਪ	692
ਦੇਵ	691
ਪੱਖ	690
ਬਾਲ	690
ਮਿਲਿਆ	690
ਸ਼ੁਰੂਆਤੀ	690
ਜਨਤਕ	689
ਦਰਸਾਇਆ	686
ਸਿੱਖਾਂ	685
ਦੌਰ	684
ਮੈਡੀਕਲ	684
ਊਰਜਾ	682
ਚੁੱਕੇ	682
ਜੁੜੇ	682
ਪੂਜਾ	682
ਤਬਦੀਲੀ	681
ਸਾਰਾ	681
ਹਮਲਾ	681
ਸ਼ਾਸਤਰ	680
ਵਿਦਵਾਨ	679
ਇਥੇ	678
ਇੱਕੋ	678
ਬਰਾਬਰ	678
ਕੰਪਿਊਟਰ	677
ਹਮੇਸ਼ਾ	675
ਅਹਿਮ	674
ਸੰਗਠਨ	673
ਫੌਜ	672
ਕਾਇਮ	671
ਚਰਚਾ	670
ਜਿਹੇ	670
ਰਿਲੀਜ਼	669
ਪਾਤਰ	668
ਵਰਤਮਾਨ	668
ਸੰਭਵ	667
ਸਬੰਧ	665
ਉਤਪਾਦਨ	664
ਅਨੇਕ	663
ਮੌਜੂਦਾ	663
ਵਿਆਖਿਆ	663
ਕਰੀਬ	662
ਗੀਤਾਂ	662
ਲੀਗ	662
ਚਲੇ	658
ਨਾਮਕ	658
ਰੱਖਦੇ	658
ਨਿਭਾਈ	657
ਪ੍ਰਗਟ	657
ਅਭਿਨੇਤਰੀ	656
ਮੁਸਲਮਾਨ	656
ਅਵਸਥਾ	655
ਪਿੱਛੇ	655
ਸਾਰੀ	655
ਕੁੜੀ	653
ਵਿਚਾਰਾਂ	653
ਐਸ	651
ਲੇਕਿਨ	649
ਗਾਂਧੀ	647
ਹਸਪਤਾਲ	647
ਮੀਲ	646
ਲੈਂਦੇ	644
ਚਲਾ	643
ਕੌਮੀ	641
ਦਰਿਆ	641
ਵਿਸ਼ੇ	641
ਨਿੱਜੀ	640
ਲਾ	639
ਵਪਾਰਕ	638
ਸੰਸਥਾਵਾਂ	638
ਉਲਟ	637
ਵਿਰੋਧੀ	637
ਲੰਡਨ	636
ਸੰਸਕ੍ਰਿਤ	635
ਜਾਤੀ	634
ਪਿੰਡਾਂ	634
ਟਾਪੂ	633
ਇਲਾਜ	632
ਦੁਬਾਰਾ	632
ਯੂਰਪ	632
ਅਦਾਕਾਰ	630
ਜਰਮਨ	630
ਦੁਆਲੇ	630
ਯੂ	630
ਵਾਲਿਆਂ	630
ਸੰਪਾਦਕ	630
ਅਦਾਕਾਰਾ	629
ਹੌਲੀ	629
ਉਸਾਰੀ	628
ਕਰਵਾ	627
ਖੇਤੀ	626
ਅਨੁਭਵ	625
ਲੱਗਦਾ	625
ਬਜਾਏ	624
ਜਾਵੇ	622
ਰਾਜਨੀਤਿਕ	622
ਰੇਲਵੇ	621
ਸੇਵਾਵਾਂ	620
ਕਰੀਅਰ	619
ਜ਼ਿਕਰ	619
ਸਮਰਥਨ	618
ਅੱਠ	617
ਨਿਯਮ	617
ਖ਼ਾਨ	615
ਖਤਮ	614
ਟੀਵੀ	613
ਇੰਸਟੀਚਿਊਟ	612
ਲੰਬੇ	612
ਖ਼ਾਸ	611
ਠੀਕ	611
ਯੁੱਗ	611
ਸਾਮਰਾਜ	611
ਇਸਤੇਮਾਲ	610
ਉਦੇਸ਼	610
ਕੁਆਂਟਮ	609
ਨਿਰਭਰ	609
ਭੌਤਿਕ	609
ਐਲਾਨ	608
ਡਾਂਸ	607
ਅਦਾਕਾਰੀ	606
ਨੌਕਰੀ	606
ਹਾਸਿਲ	603
ਘਟਨਾਵਾਂ	602
ਤਕਰੀਬਨ	601
ਹੇਠਾਂ	601
ਨਿਰਮਾਤਾ	600
ਸਮੱਗਰੀ	600
ਸਭਿਆਚਾਰਕ	599
ਪੈ	598
ਵਿਕਸਿਤ	598
ਜਿਹੜੇ	597
ਰੂਪਾਂ	597
ਵਰਲਡ	596
ਇਕੋ	595
ਮਾਸਟਰ	595
ਲਿੰਗ	594
ਵਿਗਿਆਨੀ	594
ਚੁੱਕੀ	593
ਸਮਝ	591
ਸੱਭਿਆਚਾਰਕ	591
ਬਣਾਏ	590
ਕਬੀਲੇ	589
ਘਟਨਾ	589
ਸਪੇਸ	589
ਆਖਰੀ	588
ਦਾਖਲ	587
ਯੋਜਨਾ	587
ਵਿਗਿਆਨਕ	587
ਇਮਾਰਤ	586
ਸਮਾਜਕ	586
ਸ਼੍ਰੀ	586
ਹਾਰ	586
ਦਰਮਿਆਨ	584
ਫੀਲਡ	584
ਅਬਾਦੀ	583
ਦਸ	583
ਆਵਾਜ਼	582
ਕਿਵੇਂ	581
ਓਲੰਪਿਕ	580
ਤਿਉਹਾਰ	579
ਇਕੱਠੇ	576
ਪਰੰਤੂ	575
ਬੋਰਡ	575
ਸੰਘਰਸ਼	575
ਆਰੰਭ	573
ਵਿਧੀ	573
ਸਟੇਸ਼ਨ	573
ਸਰਗਰਮ	573
ਸਰੋਤ	573
ਸੰਚਾਰ	572
ਦੋਹਾਂ	571
ਭਗਤ	570
ਮਿਲੀ	570
ਸੰਪਰਕ	570
ਪੂਰਬ	569
ਆਕਾਰ	567
ਵਿਧਾਨ	567
ਆਧਾਰਿਤ	566
ਬਿਮਾਰੀ	565
ਸੂਰਜ	565
ਸੰਕਲਪ	564
ਨਿਊ	559
ਜਿਸਦੀ	558
ਰਸਮ	558
ਅਕੈਡਮੀ	557
ਇੰਡੀਅਨ	557
ਜੋੜ	557
ਪੁਰਾਣਾ	557
ਰੂਸੀ	557
ਵਸਤੂ	557
ਜੇਤੂ	555
ਸਕਦੀਆਂ	555
ਅੰਤਰ	554
ਬਿਆਨ	553
ਉਦਯੋਗ	552
ਗਾਇਕ	552
ਪਾਕਿਸਤਾਨੀ	552
ਅੰਮ੍ਰਿਤਸਰ	551
ਈ	551
ਜਾਂਚ	551
ਸੰਤ	549
ਉਪਰ	548
ਕਿਰਦਾਰ	546
ਮੰਨਦੇ	546
ਸਵੀਕਾਰ	546
ਰਹੀਆਂ	545
ਰਾਜਨੀਤੀ	545
ਵਾਧਾ	545
ਵਿਸ਼ਾ	545
ਸਿਰਲੇਖ	545
ਪ੍ਰਭਾਵਸ਼ਾਲੀ	544
ਸ਼ਿਕਾਰ	544
ਸੁੰਦਰ	544
ਸੜਕ	544
ਜਹਾਜ਼	543
ਬੁਨਿਆਦੀ	543
ਹਵਾ	543
ਕਾਂਗਰਸ	542
ਜੁੜਿਆ	542
ਸਫਲ	542
ਹਜ਼ਾਰ	542
ਪੁਰਾਤਨ	541
ਦੇਖਿਆ	540
